config,CdA_m2_mean,CdA_m2_median,CdA_m2_count,CdA_m2_std,CdA_m2_var,Cr_mean,Cr_median,Cr_count,Cr_std,Cr_var,r2_mean,r2_median,r2_count,r2_std,r2_var,n_points_mean,n_points_median,n_points_count,n_points_std,n_points_var,delta_CdA_vs_base
full,-0.6895243411815309,-0.6638531801178206,6,0.409818446793867,0.1679511593325376,-0.015300589169216538,-0.012989352388368285,6,0.013351055905054717,0.00017825069377989646,0.6960611900305181,0.7061098272131506,6,0.05297635756769679,0.002806494461140465,1443.8333333333333,1463.0,6,85.1643509143742,7252.96666666667,0.2160644361066668
no_front,-0.3988226521111325,-0.382952217670092,5,0.1135125396832782,0.012885096665347807,-0.0008451945884572255,0.0002717272994042381,5,0.0029128572794778623,8.484737530607174e-06,0.5878780072573547,0.5873861147453867,5,0.05504795273758063,0.0030302771005989108,1677.4,1715.0,5,74.83515216794842,5600.299999999995,0.5067661251770652
no_front_rear,-0.9055887772881978,-0.8559839057313923,6,0.3330849071403501,0.11094555536469564,-0.013335170905130903,-0.012125945687273435,6,0.007932265784828802,6.292084048116569e-05,0.47572491683912693,0.46178314958515376,6,0.057130613290092926,0.003263906974902142,1845.3333333333333,1875.0,6,90.0081477793353,8101.466666666663,0.0
no_rear,-0.803511495645305,-0.8372349254927285,6,0.2628384904917125,0.06908407208396203,-0.016625184132215316,-0.016958002559969976,6,0.010010431046432407,0.00010020872973537781,0.5606999748431737,0.565156455213012,6,0.03653539855010209,0.0013348353472148022,1661.1666666666667,1648.5,6,148.95692889780815,22188.166666666675,0.10207728164289276
