t_s,ICU_Brakpresr_bar,ICU_Speed_kmh,ICU_Speedfl_kmh,ICU_Speedfr_kmh,ICU_Speedrl_kmh,ICU_Speedrr_kmh,ICU_SteeringAngle_deg,SBG_GPS1_VELOCITY_ACC_D,SBG_GPS1_VELOCITY_ACC_E,SBG_GPS1_VELOCITY_ACC_N,GPS1_VEL_D_ms,GPS1_VEL_E_ms,GPS1_VEL_N_ms,IMU_ACCEL_X_ms2,IMU_ACCEL_Y_ms2,IMU_ACCEL_Z_ms2,SBG_VELOCITY_ACC_D,SBG_VELOCITY_ACC_E,SBG_VELOCITY_ACC_N,GPS1_VEL_MAG_ms,WHEEL_SPEED_kmh,IMU_ACCEL_LONG_ms2
380.06,0.0,17.900000000000002,64.92851591570539,64.73774345208196,65.54113145007422,65.41998576016037,-4.380764426680105,0.06,0.06,0.06,0.4445222429539405,3.810255327506654,-17.41920406559954,-2.294638297873767,0.0501702127556811,-8.896212765956204,0.05,0.2,0.17,17.836600459848654,65.15684414450548,-0.9306914820434736
380.07,0.0,17.900000000000002,64.7814110486708,64.85156181635689,65.9062092222768,65.48548500752614,-4.439470176607657,0.06,0.06,0.06,0.448450358440532,3.767046057154148,-17.40005450260241,-1.904150187737328,2.863687108866944,-9.236638297870025,0.05,0.2,0.17,17.808807944785087,65.25616677370766,-1.040598038509925
380.08,0.0,17.900000000000002,64.75349056179783,64.5395386516863,65.73846764044994,65.48296606741575,-4.49945018327204,0.06,0.06,0.06,0.4523784739271235,3.7238367868016415,-17.380904939605276,-2.106700876092291,3.7056445556922943,-8.646267834800039,0.05,0.2,0.1626129943503181,17.781098481758793,65.12861573033746,-1.2855142115219906
380.09,0.0,17.900000000000002,64.72677395755298,64.22321405742723,65.56534404494329,65.47976007490635,-4.559430189936763,0.06,0.06,0.06,0.4563065894137373,3.6806275164488897,-17.361755376608034,-2.472157697120537,4.006020025030579,-7.800210262830538,0.05,0.2,0.16,17.753472459650283,64.99877303370747,-1.5675171561951478
380.1,0.0,17.900000000000002,64.57491465399337,64.2093932332833,65.42575003501724,65.50579645489417,-4.381709999999777,0.06,0.06,0.06,0.4602347049003287,3.637418246096384,-17.3426058136109,-2.6639725343317684,2.431153558056989,-8.425667915103878,0.05,0.2,0.16,17.72593026859014,64.92896359429702,-1.3735161183203028
380.11,0.0,17.900000000000002,64.42147126563272,64.19940157078538,65.28658045022503,65.53220299149577,-4.201709999999777,0.06,0.06,0.06,0.4641628203869202,3.5942089757438773,-17.323456250613766,-2.808791510611464,0.3487565543110205,-9.449388264667244,0.05,0.2,0.16,17.698472299949408,64.85991406953472,-1.0506855400593655
380.12,0.0,17.900000000000002,64.26802787727206,64.18940990828749,65.14741086543282,65.55860952809736,-3.843509122719664,0.06,0.06,0.06,0.4680909358735117,3.550999705391371,-17.30430668761663,-2.502158237357132,-0.0489308963446827,-10.381039058585571,0.05,0.2,0.16,17.671098946331274,64.79086454477243,-0.7653642883497954
380.13,0.0,17.900000000000002,64.23671696575865,64.21574913771549,64.99776482879322,65.49648003499142,-3.483599100226081,0.06,0.06,0.06,0.4720190513601032,3.507790435038865,-17.2851571246195,-2.0715122684041085,0.0161667501249603,-11.28739859789368,0.05,0.2,0.16,17.643810601561707,64.73667774181469,-0.49034674584596905
380.14,0.0,17.89173967459344,64.20676445388668,64.24249245188689,64.8480022694334,65.43336581354693,-3.5986813186808995,0.06,0.06,0.06,0.4759471668466947,3.4645811646863587,-17.266007561622366,-1.913162755866641,0.1007688467294389,-11.196924613082244,0.05,0.2,0.16,17.61660766068001,64.68265624718846,-0.45965929831972224
380.15,0.0,17.83667083854812,64.14188447111778,64.04178769692423,64.79867182295574,65.33848160540136,-3.718561438561663,0.06,0.06,0.06,0.4798752823333084,3.421371894333607,-17.246857998625124,-1.828290064902765,0.1906340489264843,-10.837463804294062,0.05,0.2,0.1677241379310561,17.589490519928933,64.58020639909977,-0.4949021938843188
380.16,0.0,17.78160200250311,64.07659814953743,63.83843685921494,64.75050978244563,65.24322779194806,-4.52028000000151,0.06,0.06,0.06,0.4838033978198999,3.3781626239811007,-17.22770843562799,-1.919967459323868,0.1353792240302328,-10.390823529412732,0.05,0.2,0.17,17.5624595767453,64.47719314578652,-0.5875376057310174
380.17,0.0,17.726533166458104,63.90457521858634,63.981068858356,64.6854763477393,65.25381180614538,-5.33028000000151,0.06,0.06,0.06,0.4877315133064914,3.3349533536285945,-17.208558872630856,-2.060142678347603,0.0402603254069834,-9.92023529411876,0.05,0.2,0.17,17.535515229748825,64.45623305770675,-0.6959385845107541
380.18,0.0,17.671464330413095,63.73136512615582,64.12754899825093,64.6202552635525,65.26557298526103,-5.725223694076356,0.06,0.06,0.06,0.4916596287930829,3.2917440832760883,-17.18940930963372,-2.050699126092605,-0.2275955056165866,-9.867161048688873,0.05,0.2,0.17,17.508657878732183,64.43618559330507,-0.672946815324433
380.19,0.0,17.616395494368085,63.628845713571806,64.11987275181207,64.47471855536145,65.23931097725574,-6.115126218444402,0.06,0.06,0.06,0.4955877442796743,3.248534812923582,-17.17025974663659,-2.000761548065266,-0.5422022471888255,-9.92708614232168,0.05,0.2,0.17,17.481887924650056,64.36568699950027,-0.6143938576791836
380.2,0.0,17.56132665832308,63.5272211197202,64.11024515871033,64.32816519370176,65.21256766308427,-6.593881529616668,0.06,0.06,0.06,0.4995158597662658,3.205325542571076,-17.151110183639457,-2.0842814221322103,-0.2800150225372639,-10.05392338507642,0.05,0.2,0.17,17.455205769608035,64.29454978380414,-0.650509283334101
380.21,0.0,17.50625782227807,63.47206632683674,63.91272986506803,64.39698266866546,64.97894074962586,-7.073761559609472,0.06,0.06,0.06,0.5034439752528573,3.1621162722185696,-17.13196062064232,-2.204461692537705,0.140615923881968,-10.199141211816396,0.05,0.2,0.17,17.42861181685125,64.19017990254902,-0.7126298544346389
380.22,0.0,17.45118898623275,63.41752359820083,63.71273986006971,64.4686368415793,64.74258892553694,-7.168830000000395,0.06,0.06,0.06,0.5073720907394711,3.118907001865818,-17.11281105764508,-2.520938592110741,-0.2182026959543853,-9.923334997504895,0.05,0.2,0.17,17.402106470752575,64.0853723063467,-0.8233379152630875
380.23,0.0,17.39612015018774,63.2966978287996,63.53932533566259,64.18738857998503,64.77403483903169,-7.258830000000395,0.06,0.06,0.06,0.5079444185685459,3.092789717656973,-17.093245946725222,-2.89038442336421,-0.7873489765340529,-9.533919121318808,0.05,0.2,0.17,17.37821661636308,63.94936164586973,-0.9471568860179561
380.24,0.0,17.35,63.174930920888606,63.36628815073643,63.90112953331706,64.80928315447962,-7.615142428786625,0.06,0.06,0.06,0.5017342027635524,3.101217867678036,-17.072840951937387,-2.8521482223338834,-0.7921482223338832,-9.355718577867108,0.05,0.2,0.17,17.359469682083567,63.81290793985542,-0.9607860000480867
380.25,0.0,17.35,63.13701191489368,63.18116180225312,63.79928165206524,64.76884896120157,-7.97496251874108,0.06,0.06,0.06,0.495523986958559,3.1096460176990983,-17.05243595714955,-2.7019228843270144,-0.6419228843270146,-9.235538307461612,0.05,0.2,0.17,17.34073281178538,63.721576082603406,-0.9441462624218309
380.26,0.0,17.35,63.1005863829788,62.9958201251568,63.700718448060265,64.72706673341685,-7.98,0.06,0.06,0.06,0.4893137711535655,3.118074167720161,-17.032030962361716,-2.6188764044947512,-0.0594382022511651,-10.055505617971424,0.05,0.2,0.17,17.322006038126545,63.63104792240318,-0.8527337517742165
380.27,0.0,17.35,63.00637894158798,62.97830679980036,63.67503545681487,64.55911294058976,-7.98,0.06,0.06,0.06,0.4831035553485721,3.1265023177412234,-17.01162596757388,-2.5539575530592096,0.639687890131588,-11.129163545559225,0.05,0.2,0.17,17.30328939388883,63.55470853469824,-0.7411444611045195
380.28,0.0,17.35,62.91129157264104,62.96334923614578,63.65046231652521,64.38923775336994,-7.98,0.06,0.06,0.06,0.4768933395435433,3.134930467762334,-16.99122097278593,-2.2373967459336934,0.6838923654572692,-11.179224030038313,0.05,0.2,0.17,17.28458291197812,63.47858521967049,-0.6318575526609831
380.29,0.0,17.35,62.82136194902563,62.871711304347976,63.63006591704151,64.14253014492793,-7.98,0.06,0.06,0.06,0.4706831237385498,3.1433586177833965,-16.970815977998093,-1.85191489361842,0.5487234042558096,-10.9489361702136,0.05,0.2,0.17,17.265886625425317,63.366417328835766,-0.5232012329808462
380.3,0.0,17.35,62.731526866567,62.77866782608725,63.60974607696159,63.89441420289933,-8.27520239880077,0.06,0.06,0.06,0.4644729079335564,3.151786767804459,-16.950410983210258,-1.8132584269661027,0.1857303370801156,-10.365168539328186,0.05,0.2,0.1625685903500621,17.247200567386187,63.253588743128795,-0.560820890195372
